"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-10-04 07:08:31",1759561711575,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",-1,"9bg4f-1759561710503-2c8ce2888eb0","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",-1,"iad1",-1,-1,"Error [InvariantError]: Invariant: Expected clientReferenceManifest to be defined. This is a bug in Next.js.
    at k (.next/server/app/(dashboard)/page.js:1:4385)
    at m (.next/server/app/(dashboard)/page.js:1:7016)
    at o (.next/server/app/(dashboard)/page.js:2:1779)
    at responseGenerator (.next/server/app/(dashboard)/page.js:2:1917) {
  page: '/'
}","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZ53Z4N3YPDPFHHFNEEQ","",-1
"2025-10-04 07:08:31",1759561711492,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",-1,"9bg4f-1759561711421-1463c4f593c3","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",-1,"iad1",-1,-1,"Error [InvariantError]: Invariant: Expected clientReferenceManifest to be defined. This is a bug in Next.js.
    at k (.next/server/app/(dashboard)/page.js:1:4385)
    at m (.next/server/app/(dashboard)/page.js:1:7016)
    at o (.next/server/app/(dashboard)/page.js:2:1779)
    at responseGenerator (.next/server/app/(dashboard)/page.js:2:1917) {
  page: '/'
}","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZTYR3QWTCJ5K24N03CZ","",-1
"2025-10-04 07:08:31",1759561711485,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",-1,"9bg4f-1759561711421-1463c4f593c3","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",-1,"iad1",-1,-1,"⨯ Error [InvariantError]: Invariant: Expected clientReferenceManifest to be defined. This is a bug in Next.js.
    at k (.next/server/app/(dashboard)/page.js:1:4385)
    at m (.next/server/app/(dashboard)/page.js:1:7016)
    at o (.next/server/app/(dashboard)/page.js:2:1779)
    at responseGenerator (.next/server/app/(dashboard)/page.js:2:1917) {
  page: '/'
}","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZTYR3QWTCJ5K24N03CZ","",-1
"2025-10-04 07:08:31",1759561711484,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",-1,"9bg4f-1759561711421-1463c4f593c3","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",-1,"iad1",-1,-1,"Error [InvariantError]: Invariant: Expected clientReferenceManifest to be defined. This is a bug in Next.js.
    at k (.next/server/app/(dashboard)/page.js:1:4385)
    at m (.next/server/app/(dashboard)/page.js:1:7016)
    at o (.next/server/app/(dashboard)/page.js:2:1779)
    at responseGenerator (.next/server/app/(dashboard)/page.js:2:1917)","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZTYR3QWTCJ5K24N03CZ","",-1
"2025-10-04 07:08:31",1759561711470,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",-1,"9bg4f-1759561710503-2c8ce2888eb0","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",-1,"iad1",-1,-1,"⨯ Error [InvariantError]: Invariant: Expected clientReferenceManifest to be defined. This is a bug in Next.js.
    at k (.next/server/app/(dashboard)/page.js:1:4385)
    at m (.next/server/app/(dashboard)/page.js:1:7016)
    at o (.next/server/app/(dashboard)/page.js:2:1779)
    at responseGenerator (.next/server/app/(dashboard)/page.js:2:1917) {
  page: '/'
}","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZ53Z4N3YPDPFHHFNEEQ","",-1
"2025-10-04 07:08:31",1759561711468,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",-1,"9bg4f-1759561710503-2c8ce2888eb0","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",-1,"iad1",-1,-1,"Error [InvariantError]: Invariant: Expected clientReferenceManifest to be defined. This is a bug in Next.js.
    at k (.next/server/app/(dashboard)/page.js:1:4385)
    at m (.next/server/app/(dashboard)/page.js:1:7016)
    at o (.next/server/app/(dashboard)/page.js:2:1779)
    at responseGenerator (.next/server/app/(dashboard)/page.js:2:1917)","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZ53Z4N3YPDPFHHFNEEQ","",-1
"2025-10-04 07:08:31",1759561711453,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",500,"9bg4f-1759561711421-1463c4f593c3","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",23,"iad1",147,2048,"","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZTYR3QWTCJ5K24N03CZ","6DIE60bxiQp2",1
"2025-10-04 07:08:31",1759561711062,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",-1,"s9wfn-1759561710505-c7478af8f039","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",-1,"iad1",-1,-1,"Error [InvariantError]: Invariant: Expected clientReferenceManifest to be defined. This is a bug in Next.js.
    at k (.next/server/app/(dashboard)/page.js:1:4385)
    at m (.next/server/app/(dashboard)/page.js:1:7016)
    at o (.next/server/app/(dashboard)/page.js:2:1779)
    at responseGenerator (.next/server/app/(dashboard)/page.js:2:1917) {
  page: '/'
}","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZ519PRZZDAVQYSQZ2KZ","",-1
"2025-10-04 07:08:30",1759561710947,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",-1,"s9wfn-1759561710505-c7478af8f039","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",-1,"iad1",-1,-1,"⨯ Error [InvariantError]: Invariant: Expected clientReferenceManifest to be defined. This is a bug in Next.js.
    at k (.next/server/app/(dashboard)/page.js:1:4385)
    at m (.next/server/app/(dashboard)/page.js:1:7016)
    at o (.next/server/app/(dashboard)/page.js:2:1779)
    at responseGenerator (.next/server/app/(dashboard)/page.js:2:1917) {
  page: '/'
}","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZ519PRZZDAVQYSQZ2KZ","",-1
"2025-10-04 07:08:30",1759561710945,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",-1,"s9wfn-1759561710505-c7478af8f039","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",-1,"iad1",-1,-1,"Error [InvariantError]: Invariant: Expected clientReferenceManifest to be defined. This is a bug in Next.js.
    at k (.next/server/app/(dashboard)/page.js:1:4385)
    at m (.next/server/app/(dashboard)/page.js:1:7016)
    at o (.next/server/app/(dashboard)/page.js:2:1779)
    at responseGenerator (.next/server/app/(dashboard)/page.js:2:1917)","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZ519PRZZDAVQYSQZ2KZ","",-1
"2025-10-04 07:08:30",1759561710755,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",500,"9bg4f-1759561710503-2c8ce2888eb0","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",667,"iad1",126,2048,"","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZ53Z4N3YPDPFHHFNEEQ","GYubTQSTyNbi",1
"2025-10-04 07:08:30",1759561710753,"bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app/","GET","",500,"s9wfn-1759561710505-c7478af8f039","vercel-screenshot/1.0","error","production","main","","lambda","/","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","bemsspace-p3k6kdxwj-mr-nachts-projects.vercel.app","dpl_9kAVn1pkppPh3h22LBLUYFqc6gHm",461,"iad1",147,2048,"","prj_Zlc58ooFbMlarWKA6t0Ja7eGqxO7","","","01K6Q0SZ519PRZZDAVQYSQZ2KZ","6DIE60bxiQp2",1
